anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2018;Île-de-France;Paris;PARIS 13E ARRONDISSEMENT;;Métropole du Grand Paris;75113;2153;2025;12;1141;112;0;27;;;;10;90;15;1652;226;136;29;5;14027450.0;0;379674819;14388962;950000.0;950000.0;;;;;;;292381;197300;308000;462000;590000;801000;8331;8732;8333;8390;7553;7838;471410;304000;454000;544000;697878;871306;9416;9637;9221;9643;9560;8067;75;200054781;11;48.8284246249, 2.3622537471;"{""coordinates"": [[[2.343903, 48.815767], [2.344448, 48.815562], [2.344356, 48.816016], [2.345191, 48.816092], [2.346542, 48.815987], [2.347039, 48.816047], [2.351254, 48.817962], [2.352392, 48.818551], [2.355852, 48.815923], [2.356232, 48.815943], [2.363329, 48.816148], [2.364204, 48.816398], [2.380767, 48.821701], [2.381524, 48.822411], [2.385226, 48.823729], [2.386941, 48.824463], [2.389445, 48.825345], [2.390072, 48.825692], [2.388512, 48.826744], [2.384305, 48.830311], [2.378358, 48.835023], [2.375322, 48.837608], [2.37355, 48.839329], [2.366088, 48.844968], [2.365127, 48.844413], [2.361745, 48.839941], [2.351871, 48.836805], [2.347007, 48.837316], [2.342086, 48.838343], [2.341072, 48.831972], [2.34125, 48.831589], [2.341356, 48.829424], [2.3416, 48.828353], [2.341592, 48.82649], [2.341796, 48.826448], [2.341461, 48.823761], [2.341797, 48.82253], [2.342485, 48.821469], [2.34373, 48.820503], [2.344592, 48.819564], [2.344129, 48.817772], [2.343903, 48.815767]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1180.0;408091231.81
2014;Île-de-France;Paris;PARIS 17E ARRONDISSEMENT;;Métropole du Grand Paris;75117;3282;3128;7;1864;130;0;32;;5;;17;191;10;2586;404;64;27;;11315583.0;0;736848564;12612431;1040583.0;1040583.0;;;;;;;305000;158000;276487;455000;725000;1180000;7923;6950;7770;8166;8425;8134;344000;290700;420000;732000;;;9807;10048;9855;9459;;;75;200054781;11;48.8873309211, 2.30677823519;"{""coordinates"": [[[2.327165, 48.883455], [2.327423, 48.883508], [2.325596, 48.887508], [2.330147, 48.901044], [2.320434, 48.900776], [2.319887, 48.90046], [2.31852, 48.899638], [2.312451, 48.897782], [2.307687, 48.89601], [2.303774, 48.894154], [2.298628, 48.891717], [2.295013, 48.889875], [2.291634, 48.889456], [2.291148, 48.889302], [2.285642, 48.886555], [2.28446, 48.885639], [2.284538, 48.885574], [2.281014, 48.882971], [2.280897, 48.882792], [2.279949, 48.878573], [2.295032, 48.873773], [2.298155, 48.878077], [2.308875, 48.880434], [2.31648, 48.881341], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1903.0;760776579.4000001
2020;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;1918;1897;8;1065;15;0;0;;;;;117;10;1471;246;41;31;;10504919.0;0;429025521;0;1330000.0;1330000.0;;;;;;;365000;226000;365000;538500;750000;905000;9706;9959;9815;9662;9710;8048;990000;;;990000;;;;;;;;;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1073.0;439530440.21
2018;Île-de-France;Paris;PARIS 17E ARRONDISSEMENT;;Métropole du Grand Paris;75117;3911;3850;0;2248;31;0;0;;9;;21;272;6;2989;526;52;59;7;0.0;0;1042367755;0;3052500.0;3052500.0;;;;;;;374000;185000;333715;550000;853200;1285000;9367;9113;9299;9608;9850;8693;285000;285000;;;900000;;;;;;;;75;200054781;11;48.8873309211, 2.30677823519;"{""coordinates"": [[[2.327165, 48.883455], [2.327423, 48.883508], [2.325596, 48.887508], [2.330147, 48.901044], [2.320434, 48.900776], [2.319887, 48.90046], [2.31852, 48.899638], [2.312451, 48.897782], [2.307687, 48.89601], [2.303774, 48.894154], [2.298628, 48.891717], [2.295013, 48.889875], [2.291634, 48.889456], [2.291148, 48.889302], [2.285642, 48.886555], [2.28446, 48.885639], [2.284538, 48.885574], [2.281014, 48.882971], [2.280897, 48.882792], [2.279949, 48.878573], [2.295032, 48.873773], [2.298155, 48.878077], [2.308875, 48.880434], [2.31648, 48.881341], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2248.0;1042367755.83
2015;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;3995;3956;7;2707;11;0;0;;16;;11;122;9;3421;311;83;41;8;11255920.0;0;751859562;0;1748500.0;1748500.0;;;;;;;240000;148000;240000;380000;585000;745000;7124;6862;7000;7358;7372;7252;265000;133000;265000;;;;;;;;;;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2714.0;763115482.29
2015;Île-de-France;Paris;PARIS 20E ARRONDISSEMENT;;Métropole du Grand Paris;75120;2433;2385;13;1413;34;0;21;;9;;5;100;18;2028;223;38;22;;11337000.0;0;354499252;7907305;900000.0;900000.0;;;290000;290000;;;230000;148000;240000;346000;480000;540000;6507;6534;6617;6405;6319;6012;359597;259000;360000;550000;;;8511;8485;8989;7793;;;75;200054781;11;48.8634577594, 2.4011556775;"{""coordinates"": [[[2.376905, 48.872048], [2.37829, 48.870775], [2.382971, 48.867178], [2.383584, 48.866267], [2.387335, 48.86296], [2.389537, 48.858488], [2.392259, 48.85763], [2.394345, 48.85652], [2.398443, 48.851218], [2.399247, 48.84887], [2.399121, 48.848098], [2.415971, 48.846623], [2.41635, 48.8487], [2.416341, 48.849234], [2.415286, 48.855178], [2.41437, 48.860649], [2.413951, 48.864712], [2.413932, 48.869545], [2.413646, 48.872438], [2.413431, 48.87314], [2.412453, 48.876443], [2.41082, 48.878436], [2.409924, 48.878207], [2.406853, 48.877183], [2.406163, 48.877055], [2.402553, 48.875996], [2.398966, 48.875491], [2.395251, 48.875248], [2.392262, 48.875463], [2.390457, 48.875439], [2.389645, 48.875303], [2.388497, 48.874765], [2.386813, 48.874601], [2.384961, 48.873755], [2.382671, 48.87341], [2.379834, 48.872856], [2.377637, 48.872301], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1447.0;373743557.13
2020;Île-de-France;Paris;PARIS 16E ARRONDISSEMENT;;Métropole du Grand Paris;75116;3667;3614;18;1564;20;0;0;;7;;26;180;32;2476;845;57;76;;47323800.0;0;1113992153;0;2412700.0;2412700.0;;;;;;;568525;287000;503000;760000;1050000;1670000;10754;11084;11090;10814;11049;10114;;;;;;;;;;;;;75;200054781;11;48.8603736497, 2.26196792396;"{""coordinates"": [[[2.295032, 48.873773], [2.279949, 48.878573], [2.27947, 48.878532], [2.277487, 48.877968], [2.258467, 48.880387], [2.25541, 48.874264], [2.254817, 48.874081], [2.246533, 48.876142], [2.245704, 48.876459], [2.24301, 48.873785], [2.241856, 48.872901], [2.240945, 48.872342], [2.239225, 48.871573], [2.235576, 48.870523], [2.233702, 48.869898], [2.231736, 48.869069], [2.230659, 48.86808], [2.228377, 48.86538], [2.227181, 48.862385], [2.22567, 48.859405], [2.224407, 48.856154], [2.224219, 48.853517], [2.226594, 48.852812], [2.23918, 48.850042], [2.23977, 48.849832], [2.240184, 48.849571], [2.242362, 48.847658], [2.250516, 48.845555], [2.252478, 48.845486], [2.251216, 48.84289], [2.251709, 48.838822], [2.255144, 48.83481], [2.262792, 48.833923], [2.266032, 48.836838], [2.276057, 48.847248], [2.278021, 48.848888], [2.287837, 48.855764], [2.288207, 48.856134], [2.288513, 48.857021], [2.289696, 48.858183], [2.292196, 48.860254], [2.29369, 48.861246], [2.294865, 48.861876], [2.296871, 48.862619], [2.298589, 48.863144], [2.299222, 48.863284], [2.301737, 48.863496], [2.301635, 48.864491], [2.300298, 48.865008], [2.299842, 48.864987], [2.299838, 48.865537], [2.298867, 48.868644], [2.297501, 48.870939], [2.295543, 48.873303], [2.295032, 48.873773]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1582.0;1161315953.85
2015;Île-de-France;Paris;PARIS 9E ARRONDISSEMENT;;Métropole du Grand Paris;75109;1575;1567;0;901;;0;0;;;;5;151;;1202;157;44;20;;0.0;0;397449209;0;1660500.0;1660500.0;;;;;;;361000;171000;320000;503000;707000;1042500;8060;7708;8330;8404;8009;7693;;;;;;;;;;;;;75;200054781;11;48.8771651221, 2.33745612164;"{""coordinates"": [[[2.325888, 48.869577], [2.327999, 48.869921], [2.340041, 48.871972], [2.347918, 48.870688], [2.347901, 48.874019], [2.34816, 48.875484], [2.348352, 48.876083], [2.349135, 48.877529], [2.3493, 48.879103], [2.349853, 48.880643], [2.3496, 48.88348], [2.349465, 48.883725], [2.346909, 48.883414], [2.339802, 48.882024], [2.3374, 48.882386], [2.332482, 48.883826], [2.329541, 48.88459], [2.328121, 48.883707], [2.327423, 48.883508], [2.327165, 48.883455], [2.326876, 48.876184], [2.326637, 48.875355], [2.327025, 48.873781], [2.326911, 48.873427], [2.32647, 48.872762], [2.326614, 48.872598], [2.325888, 48.869577]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;901.0;397449209.73
2016;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;3949;3893;10;2667;23;0;15;;18;;15;163;14;3374;286;64;44;;7826350.0;0;749743382;7636500;855000.0;855000.0;;;;;;;243000;150000;242900;395000;540000;800000;7263;7176;7218;7502;7150;6505;465000;160000;344500;540000;910000;1220000;8747;8731;8346;8325;9680;10166;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2692.0;765206232.98
2016;Île-de-France;Paris;PARIS 20E ARRONDISSEMENT;;Métropole du Grand Paris;75120;2396;2314;16;1433;64;0;16;;12;;6;97;22;1985;191;82;16;;12780460.0;0;382922672;6087839;894500.0;894500.0;;;315000;315000;;;240000;151500;253650;376000;488500;517000;6637;6616;6937;6696;6042;4541;306838;306428;331700;600000;295000;;8282;9624;8294;8992;6366;;75;200054781;11;48.8634577594, 2.4011556775;"{""coordinates"": [[[2.376905, 48.872048], [2.37829, 48.870775], [2.382971, 48.867178], [2.383584, 48.866267], [2.387335, 48.86296], [2.389537, 48.858488], [2.392259, 48.85763], [2.394345, 48.85652], [2.398443, 48.851218], [2.399247, 48.84887], [2.399121, 48.848098], [2.415971, 48.846623], [2.41635, 48.8487], [2.416341, 48.849234], [2.415286, 48.855178], [2.41437, 48.860649], [2.413951, 48.864712], [2.413932, 48.869545], [2.413646, 48.872438], [2.413431, 48.87314], [2.412453, 48.876443], [2.41082, 48.878436], [2.409924, 48.878207], [2.406853, 48.877183], [2.406163, 48.877055], [2.402553, 48.875996], [2.398966, 48.875491], [2.395251, 48.875248], [2.392262, 48.875463], [2.390457, 48.875439], [2.389645, 48.875303], [2.388497, 48.874765], [2.386813, 48.874601], [2.384961, 48.873755], [2.382671, 48.87341], [2.379834, 48.872856], [2.377637, 48.872301], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1465.0;401790971.32
2017;Île-de-France;Paris;PARIS 9E ARRONDISSEMENT;;Métropole du Grand Paris;75109;1662;1609;0;916;37;0;0;;10;;6;170;;1157;215;71;47;;0.0;0;429619190;0;2800000.0;2800000.0;;;;;;;390000;196000;350000;549600;780000;1055000;9131;9343;9202;9356;9280;8342;346000;346000;;;;;;;;;;;75;200054781;11;48.8771651221, 2.33745612164;"{""coordinates"": [[[2.325888, 48.869577], [2.327999, 48.869921], [2.340041, 48.871972], [2.347918, 48.870688], [2.347901, 48.874019], [2.34816, 48.875484], [2.348352, 48.876083], [2.349135, 48.877529], [2.3493, 48.879103], [2.349853, 48.880643], [2.3496, 48.88348], [2.349465, 48.883725], [2.346909, 48.883414], [2.339802, 48.882024], [2.3374, 48.882386], [2.332482, 48.883826], [2.329541, 48.88459], [2.328121, 48.883707], [2.327423, 48.883508], [2.327165, 48.883455], [2.326876, 48.876184], [2.326637, 48.875355], [2.327025, 48.873781], [2.326911, 48.873427], [2.32647, 48.872762], [2.326614, 48.872598], [2.325888, 48.869577]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;916.0;429619190.42
2014;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;3577;3468;6;1908;73;0;8;;14;;21;141;7;2824;506;51;41;7;6464400.0;0;679090864;5070045;1100000.0;1100000.0;;;;;;;309100;200000;305000;460000;675000;793450;8030;8091;7971;8138;8292;7087;504240;342000;460000;755055;;;13814;8442;12757;18129;;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1922.0;690625309.18
2014;Île-de-France;Paris;PARIS 19E ARRONDISSEMENT;;Métropole du Grand Paris;75119;2105;1815;11;953;272;0;0;;12;;5;65;14;1481;233;293;14;5;10324500.0;0;243537566;0;950000.0;950000.0;;;;;;;234000;152000;240000;357000;510000;473000;6324;6427;6235;6497;6649;4150;459200;291000;463000;;;;;;;;;;75;200054781;11;48.8870514819, 2.38482214749;"{""coordinates"": [[[2.376905, 48.872048], [2.377637, 48.872301], [2.379834, 48.872856], [2.382671, 48.87341], [2.384961, 48.873755], [2.386813, 48.874601], [2.388497, 48.874765], [2.389645, 48.875303], [2.390457, 48.875439], [2.392262, 48.875463], [2.395251, 48.875248], [2.398966, 48.875491], [2.402553, 48.875996], [2.406163, 48.877055], [2.406853, 48.877183], [2.409924, 48.878207], [2.41082, 48.878436], [2.40936, 48.880256], [2.404576, 48.881269], [2.401507, 48.882631], [2.400107, 48.883821], [2.399252, 48.885362], [2.399136, 48.888532], [2.398942, 48.889532], [2.398236, 48.89264], [2.397668, 48.894606], [2.395611, 48.89817], [2.390837, 48.900907], [2.389332, 48.901161], [2.38453, 48.902148], [2.370302, 48.901848], [2.37017, 48.901556], [2.370335, 48.900943], [2.370253, 48.900259], [2.37042, 48.896659], [2.371176, 48.895994], [2.371267, 48.895798], [2.371792, 48.895393], [2.370639, 48.894704], [2.370035, 48.894005], [2.368739, 48.891029], [2.367561, 48.888624], [2.366763, 48.886644], [2.364714, 48.884366], [2.367978, 48.884156], [2.368499, 48.884065], [2.368828, 48.883873], [2.369301, 48.883313], [2.370033, 48.88284], [2.370228, 48.882467], [2.37029, 48.877991], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;964.0;253862066.31
2019;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1444;1425;0;700;;0;0;;6;;13;103;9;1047;218;13;54;;0.0;0;567183408;0;260000.0;260000.0;;;;;;;610000;277000;510000;852800;1300000;1760000;13180;12872;12705;13619;14659;12199;;;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;700.0;567183408.68
2020;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;945;938;0;515;;0;0;;;;6;80;;697;115;20;29;;0.0;0;405974654;0;1330000.0;1330000.0;;;;;;;550000;290000;515000;945000;1235000;1829700;13930;14578;14063;15532;13893;12333;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;515.0;405974654.37
2016;Île-de-France;Paris;PARIS 4E ARRONDISSEMENT;;Métropole du Grand Paris;75104;639;632;0;347;;0;0;;5;;;63;;482;67;12;13;;0.0;0;154163490;0;;;;;;;;;370000;235000;390000;594400;798670;1000000;9921;9706;10633;8926;10586;9517;;;;;;;;;;;;;75;200054781;11;48.8543509809, 2.35762422536;"{""coordinates"": [[[2.368491, 48.855805], [2.368279, 48.855785], [2.364941, 48.856306], [2.361768, 48.857244], [2.359345, 48.858339], [2.356742, 48.860147], [2.3535, 48.861213], [2.350164, 48.861985], [2.347574, 48.857359], [2.347115, 48.857241], [2.345876, 48.855306], [2.344634, 48.854089], [2.346674, 48.853399], [2.349024, 48.852363], [2.351245, 48.851688], [2.354597, 48.850986], [2.359308, 48.849428], [2.361058, 48.848556], [2.362261, 48.847812], [2.364455, 48.846186], [2.366444, 48.84731], [2.369124, 48.853166], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;347.0;154163490.22
2015;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;650;648;0;368;;0;0;;;;;129;;459;25;18;18;;0.0;0;139510408;0;;;;;;;;;294000;200000;350000;520000;847000;817200;8773;8784;9104;8567;8617;8479;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;368.0;139510408.35
2015;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;4231;4056;0;2294;148;0;20;;12;;14;216;12;3284;605;86;27;;0.0;0;819223813;7201924;1150000.0;1150000.0;;;;;;;314000;195000;311000;450000;650000;850000;7828;7597;7924;7857;7809;7879;365000;330000;400500;5000;;;9116;10776;9809;58;;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2314.0;826425737.27
