anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2016;Île-de-France;Paris;PARIS 19E ARRONDISSEMENT;;Métropole du Grand Paris;75119;2464;2004;20;1047;440;0;25;;13;;6;62;24;1750;164;440;21;;16570840.0;0;272867373;7652900;791000.0;791000.0;;;;;;;228000;150000;240000;370400;549950;668088;6581;6500;6611;6670;6727;5959;233000;205000;335000;484000;659000;;7905;8381;7577;7648;8448;;75;200054781;11;48.8870514819, 2.38482214749;"{""coordinates"": [[[2.376905, 48.872048], [2.377637, 48.872301], [2.379834, 48.872856], [2.382671, 48.87341], [2.384961, 48.873755], [2.386813, 48.874601], [2.388497, 48.874765], [2.389645, 48.875303], [2.390457, 48.875439], [2.392262, 48.875463], [2.395251, 48.875248], [2.398966, 48.875491], [2.402553, 48.875996], [2.406163, 48.877055], [2.406853, 48.877183], [2.409924, 48.878207], [2.41082, 48.878436], [2.40936, 48.880256], [2.404576, 48.881269], [2.401507, 48.882631], [2.400107, 48.883821], [2.399252, 48.885362], [2.399136, 48.888532], [2.398942, 48.889532], [2.398236, 48.89264], [2.397668, 48.894606], [2.395611, 48.89817], [2.390837, 48.900907], [2.389332, 48.901161], [2.38453, 48.902148], [2.370302, 48.901848], [2.37017, 48.901556], [2.370335, 48.900943], [2.370253, 48.900259], [2.37042, 48.896659], [2.371176, 48.895994], [2.371267, 48.895798], [2.371792, 48.895393], [2.370639, 48.894704], [2.370035, 48.894005], [2.368739, 48.891029], [2.367561, 48.888624], [2.366763, 48.886644], [2.364714, 48.884366], [2.367978, 48.884156], [2.368499, 48.884065], [2.368828, 48.883873], [2.369301, 48.883313], [2.370033, 48.88284], [2.370228, 48.882467], [2.37029, 48.877991], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1092.0;297091113.79
2018;Île-de-France;Paris;PARIS 14E ARRONDISSEMENT;;Métropole du Grand Paris;75114;2238;2109;15;1239;116;0;21;;;;10;145;21;1680;228;118;45;;25768782.0;0;480626184;9247087;1590000.0;1514100.0;2800000.0;;;;;;332500;194000;315000;506000;750000;865000;9001;9187;8853;9225;9074;8319;430616;283000;436855;934000;;;10389;12131;8381;13664;;;75;200054781;11;48.8292621904, 2.3265374238;"{""coordinates"": [[[2.314146, 48.822291], [2.332461, 48.818247], [2.331898, 48.817011], [2.333711, 48.816771], [2.341684, 48.81633], [2.343013, 48.816085], [2.343903, 48.815767], [2.344129, 48.817772], [2.344592, 48.819564], [2.34373, 48.820503], [2.342485, 48.821469], [2.341797, 48.82253], [2.341461, 48.823761], [2.341796, 48.826448], [2.341592, 48.82649], [2.3416, 48.828353], [2.341356, 48.829424], [2.34125, 48.831589], [2.341072, 48.831972], [2.342086, 48.838343], [2.339697, 48.838863], [2.336657, 48.839671], [2.324642, 48.843621], [2.321531, 48.841084], [2.321472, 48.840965], [2.321837, 48.840099], [2.321394, 48.839777], [2.319877, 48.840539], [2.314831, 48.836303], [2.311855, 48.834024], [2.307135, 48.830178], [2.306932, 48.829823], [2.301315, 48.825126], [2.314146, 48.822291]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1275.0;515642053.96
2017;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;1113;1096;0;688;13;0;0;;;;;85;;847;123;27;27;;0.0;0;324462740;0;2000000.0;2000000.0;;;;;;;395000;215000;400000;600000;872520;1310000;10505;10913;10389;10573;10627;10095;;;;;;;;;;;;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;688.0;324462740.8
2019;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;1237;1221;0;772;;0;0;;;;8;107;;963;108;24;32;;0.0;0;406525463;0;;;;;;;;;402000;246000;430000;690000;1070000;1547660;11766;11209;11351;12052;12882;11855;1784100;;;831600;1784100;;;;;;;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;772.0;406525463.01
2019;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;800;797;0;481;;0;0;;;;;152;;577;34;18;18;;0.0;0;217247147;0;;;;;;;;;360000;227700;437000;654000;940000;1453500;10360;10445;10727;10344;9771;9471;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;481.0;217247147.1
2017;Île-de-France;Paris;PARIS 20E ARRONDISSEMENT;;Métropole du Grand Paris;75120;2922;2787;15;1678;116;0;32;;12;;7;92;20;2421;247;105;36;;11945930.0;0;480074461;11708500;830000.0;830000.0;;;;;;;260000;162000;279000;415500;575400;775000;7367;7481;7442;7253;7300;6167;296700;247000;419000;535000;765000;;9083;9673;9304;8541;8500;;75;200054781;11;48.8634577594, 2.4011556775;"{""coordinates"": [[[2.376905, 48.872048], [2.37829, 48.870775], [2.382971, 48.867178], [2.383584, 48.866267], [2.387335, 48.86296], [2.389537, 48.858488], [2.392259, 48.85763], [2.394345, 48.85652], [2.398443, 48.851218], [2.399247, 48.84887], [2.399121, 48.848098], [2.415971, 48.846623], [2.41635, 48.8487], [2.416341, 48.849234], [2.415286, 48.855178], [2.41437, 48.860649], [2.413951, 48.864712], [2.413932, 48.869545], [2.413646, 48.872438], [2.413431, 48.87314], [2.412453, 48.876443], [2.41082, 48.878436], [2.409924, 48.878207], [2.406853, 48.877183], [2.406163, 48.877055], [2.402553, 48.875996], [2.398966, 48.875491], [2.395251, 48.875248], [2.392262, 48.875463], [2.390457, 48.875439], [2.389645, 48.875303], [2.388497, 48.874765], [2.386813, 48.874601], [2.384961, 48.873755], [2.382671, 48.87341], [2.379834, 48.872856], [2.377637, 48.872301], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1725.0;503728891.0
2018;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;2315;2225;0;1234;78;0;33;;;;10;140;;1757;303;75;35;;0.0;0;454953672;12952214;1000000.0;1000000.0;;;;;;;321470;200000;315500;489000;670600;935000;8580;8402;8562;8734;8860;7759;345488;247005;326976;476708;842882;;7760;7374;7646;7579;8798;;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1267.0;467905887.05
2014;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;1841;1817;0;1039;16;0;0;;;;5;115;;1443;241;21;17;;0.0;0;317581556;0;1060000.0;1060000.0;;;;;;;270000;170000;270000;409450;570000;737300;7356;7358;7418;7327;7325;7116;340000;340000;;;;;;;;;;;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1039.0;317581556.81
2015;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;454;444;0;267;;0;0;;;;6;41;;359;27;10;17;;0.0;0;127789952;0;;;;;;;;;378000;235000;395000;610000;1000000;1080000;9680;9263;9847;9073;11480;9519;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;267.0;127789952.61
2017;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1287;1270;0;513;;0;0;;;;13;190;;795;240;26;34;;0.0;0;387209073;0;;;;;;;;;570000;230000;486400;628000;1080000;1475900;10202;10613;10839;10299;10637;9372;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;513.0;387209073.96
2019;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1421;1410;0;519;;0;0;;;;6;256;;817;257;41;47;;0.0;0;383405101;0;1950025.0;1950025.0;;;;;;;505000;249200;480000;800000;1150000;1750000;10838;9968;11178;11757;11419;9988;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;519.0;383405101.76
2016;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;905;874;0;559;26;0;0;;;;;60;;712;73;48;11;;0.0;0;245133839;0;3100000.0;3100000.0;;;;;;;350000;214660;370500;560000;840000;1298000;10181;10373;10010;9968;10789;10144;;;;;;;;;;;;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;559.0;245133839.65
2016;Île-de-France;Paris;PARIS 17E ARRONDISSEMENT;;Métropole du Grand Paris;75117;3675;3453;9;2027;194;0;5;;10;;17;229;15;2761;418;214;31;7;20708400.0;0;828842142;1820440;2682500.0;2682500.0;;;848000;848000;;;326000;168000;295000;460000;744000;1250000;8158;7829;8058;8151;8475;8289;333000;325440;390000;;;;11669;12030;11280;;;;75;200054781;11;48.8873309211, 2.30677823519;"{""coordinates"": [[[2.327165, 48.883455], [2.327423, 48.883508], [2.325596, 48.887508], [2.330147, 48.901044], [2.320434, 48.900776], [2.319887, 48.90046], [2.31852, 48.899638], [2.312451, 48.897782], [2.307687, 48.89601], [2.303774, 48.894154], [2.298628, 48.891717], [2.295013, 48.889875], [2.291634, 48.889456], [2.291148, 48.889302], [2.285642, 48.886555], [2.28446, 48.885639], [2.284538, 48.885574], [2.281014, 48.882971], [2.280897, 48.882792], [2.279949, 48.878573], [2.295032, 48.873773], [2.298155, 48.878077], [2.308875, 48.880434], [2.31648, 48.881341], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2041.0;851370982.76
2019;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;4673;4491;10;3016;128;0;38;;13;;38;210;12;3844;389;135;78;5;19312168.0;0;1066725214;15600662;1700000.0;1700000.0;;;;;;;307000;189040;306000;485500;737000;945000;9081;8967;8979;9170;9415;9118;389660;252945;381730;430000;860000;1491000;7602;10089;8191;5845;6516;10574;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;3064.0;1101638045.27
2019;Île-de-France;Paris;PARIS 19E ARRONDISSEMENT;;Métropole du Grand Paris;75119;2440;2376;13;1255;50;0;11;;8;;6;86;16;1969;253;78;32;6;15753193.0;0;414131231;5015000;975000.0;975000.0;;;;;;;297050;187200;308000;485000;598000;570000;8031;8404;8010;8323;7323;6181;487000;299000;250000;515000;;;8543;9477;7653;8513;;;75;200054781;11;48.8870514819, 2.38482214749;"{""coordinates"": [[[2.376905, 48.872048], [2.377637, 48.872301], [2.379834, 48.872856], [2.382671, 48.87341], [2.384961, 48.873755], [2.386813, 48.874601], [2.388497, 48.874765], [2.389645, 48.875303], [2.390457, 48.875439], [2.392262, 48.875463], [2.395251, 48.875248], [2.398966, 48.875491], [2.402553, 48.875996], [2.406163, 48.877055], [2.406853, 48.877183], [2.409924, 48.878207], [2.41082, 48.878436], [2.40936, 48.880256], [2.404576, 48.881269], [2.401507, 48.882631], [2.400107, 48.883821], [2.399252, 48.885362], [2.399136, 48.888532], [2.398942, 48.889532], [2.398236, 48.89264], [2.397668, 48.894606], [2.395611, 48.89817], [2.390837, 48.900907], [2.389332, 48.901161], [2.38453, 48.902148], [2.370302, 48.901848], [2.37017, 48.901556], [2.370335, 48.900943], [2.370253, 48.900259], [2.37042, 48.896659], [2.371176, 48.895994], [2.371267, 48.895798], [2.371792, 48.895393], [2.370639, 48.894704], [2.370035, 48.894005], [2.368739, 48.891029], [2.367561, 48.888624], [2.366763, 48.886644], [2.364714, 48.884366], [2.367978, 48.884156], [2.368499, 48.884065], [2.368828, 48.883873], [2.369301, 48.883313], [2.370033, 48.88284], [2.370228, 48.882467], [2.37029, 48.877991], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1279.0;434899424.33
2017;Île-de-France;Paris;PARIS 13E ARRONDISSEMENT;;Métropole du Grand Paris;75113;2108;2065;15;1160;34;0;17;;5;;;83;15;1719;217;51;18;5;17464483.0;0;380426916;10232246;1296500.0;1296500.0;;;;;;;291000;185000;297000;438000;583287;773000;7953;8330;8085;7863;7640;7021;450000;285000;436000;600000;1088600;1110000;11002;10987;10203;10291;11659;11474;75;200054781;11;48.8284246249, 2.3622537471;"{""coordinates"": [[[2.343903, 48.815767], [2.344448, 48.815562], [2.344356, 48.816016], [2.345191, 48.816092], [2.346542, 48.815987], [2.347039, 48.816047], [2.351254, 48.817962], [2.352392, 48.818551], [2.355852, 48.815923], [2.356232, 48.815943], [2.363329, 48.816148], [2.364204, 48.816398], [2.380767, 48.821701], [2.381524, 48.822411], [2.385226, 48.823729], [2.386941, 48.824463], [2.389445, 48.825345], [2.390072, 48.825692], [2.388512, 48.826744], [2.384305, 48.830311], [2.378358, 48.835023], [2.375322, 48.837608], [2.37355, 48.839329], [2.366088, 48.844968], [2.365127, 48.844413], [2.361745, 48.839941], [2.351871, 48.836805], [2.347007, 48.837316], [2.342086, 48.838343], [2.341072, 48.831972], [2.34125, 48.831589], [2.341356, 48.829424], [2.3416, 48.828353], [2.341592, 48.82649], [2.341796, 48.826448], [2.341461, 48.823761], [2.341797, 48.82253], [2.342485, 48.821469], [2.34373, 48.820503], [2.344592, 48.819564], [2.344129, 48.817772], [2.343903, 48.815767]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1192.0;408123646.35999995
2014;Île-de-France;Paris;PARIS 9E ARRONDISSEMENT;;Métropole du Grand Paris;75109;1431;1417;0;791;;0;0;;6;;7;145;;1035;165;40;44;;0.0;0;325530868;0;320000.0;320000.0;;;;;;;349050;170000;329650;480000;764100;970000;7980;7990;8381;7764;8711;6881;;;;;;;;;;;;;75;200054781;11;48.8771651221, 2.33745612164;"{""coordinates"": [[[2.325888, 48.869577], [2.327999, 48.869921], [2.340041, 48.871972], [2.347918, 48.870688], [2.347901, 48.874019], [2.34816, 48.875484], [2.348352, 48.876083], [2.349135, 48.877529], [2.3493, 48.879103], [2.349853, 48.880643], [2.3496, 48.88348], [2.349465, 48.883725], [2.346909, 48.883414], [2.339802, 48.882024], [2.3374, 48.882386], [2.332482, 48.883826], [2.329541, 48.88459], [2.328121, 48.883707], [2.327423, 48.883508], [2.327165, 48.883455], [2.326876, 48.876184], [2.326637, 48.875355], [2.327025, 48.873781], [2.326911, 48.873427], [2.32647, 48.872762], [2.326614, 48.872598], [2.325888, 48.869577]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;791.0;325530868.71
